County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,% of Total Deaths
"Maricopa County, AZ",4013,Drug-induced causes,D,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,36,4485414,0.8,0.6,1.1,0.1,0.8,0.6,1.2,0.0%
"Maricopa County, AZ",4013,Drug-induced causes,D,All other drug-induced causes,D9,62,4485414,1.4,1.1,1.8,0.2,1.3,1,1.7,0.0%
"Maricopa County, AZ",4013,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,37,4485414,0.8,0.6,1.1,0.1,0.8,0.6,1.1,0.0%
"Maricopa County, AZ",4013,Alcohol-induced causes,A,All other alcohol-induced causes,A9,616,4485414,13.7,12.6,14.8,0.6,12.7,11.6,13.7,0.0%
"Maricopa County, AZ",4013,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,30854,4485414,687.9,680.2,695.5,3.9,601.4,594.7,608.2,1.1%
"Mohave County, AZ",4015,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,212181,14.6,9.9,20.7,2.6,15.9,10.4,23.3,0.0%
"Mohave County, AZ",4015,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,11,212181,Unreliable,2.6,9.3,1.6,Unreliable,1.4,6.2,0.0%
"Mohave County, AZ",4015,Alcohol-induced causes,A,All other alcohol-induced causes,A9,86,212181,40.5,32.4,50.1,4.4,29.6,22.7,37.8,0.0%
"Mohave County, AZ",4015,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,3236,212181,1525.1,1472.6,1577.7,26.8,795.7,764.9,826.4,0.1%
"Navajo County, AZ",4017,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,110924,21.6,13.9,32.2,4.4,27,17.1,40.5,0.0%
"Navajo County, AZ",4017,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,16,110924,Unreliable,8.2,23.4,3.6,Unreliable,7.4,22.7,0.0%
"Navajo County, AZ",4017,Alcohol-induced causes,A,All other alcohol-induced causes,A9,66,110924,59.5,46,75.7,7.3,59.2,45.1,76.3,0.0%
"Navajo County, AZ",4017,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1089,110924,981.8,923.4,1040.1,29.8,823.1,772.3,873.8,0.0%
"Pima County, AZ",4019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,273,1047279,26.1,23,29.2,1.6,27.5,24.1,30.9,0.0%
"Pima County, AZ",4019,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,24,1047279,2.3,1.5,3.4,0.5,2.1,1.3,3.2,0.0%
"Pima County, AZ",4019,Drug-induced causes,D,All other drug-induced causes,D9,20,1047279,1.9,1.2,2.9,0.4,1.9,1.1,2.9,0.0%
"Pima County, AZ",4019,Alcohol-induced causes,A,All other alcohol-induced causes,A9,152,1047279,14.5,12.2,16.8,1.2,12.3,10.3,14.4,0.0%
"Pima County, AZ",4019,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,9511,1047279,908.2,889.9,926.4,9.3,643.4,630,656.8,0.3%
"Pinal County, AZ",4021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,67,462789,14.5,11.2,18.4,1.8,15.9,12.3,20.3,0.0%
"Pinal County, AZ",4021,Alcohol-induced causes,A,All other alcohol-induced causes,A9,52,462789,11.2,8.4,14.7,1.6,10.2,7.5,13.6,0.0%
"Pinal County, AZ",4021,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,3194,462789,690.2,666.2,714.1,12.2,520.6,501.9,539.4,0.1%
"Santa Cruz County, AZ",4023,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,326,46498,701.1,625,777.2,38.8,550.9,489.8,612.1,0.0%
"Yavapai County, AZ",4025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,63,235099,26.8,20.6,34.3,3.4,30.4,22.6,40,0.0%
"Yavapai County, AZ",4025,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,19,235099,Unreliable,4.9,12.6,1.9,Unreliable,3.3,10,0.0%
"Yavapai County, AZ",4025,Alcohol-induced causes,A,All other alcohol-induced causes,A9,48,235099,20.4,15.1,27.1,2.9,17.4,12.1,24.2,0.0%
"Yavapai County, AZ",4025,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2934,235099,1248,1202.8,1293.1,23,632.6,606.8,658.5,0.1%
"Yuma County, AZ",4027,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,40,213787,18.7,13.4,25.5,3,20.5,14.5,28.1,0.0%
"Yuma County, AZ",4027,Alcohol-induced causes,A,All other alcohol-induced causes,A9,19,213787,Unreliable,5.4,13.9,2,Unreliable,4.8,13.2,0.0%
"Yuma County, AZ",4027,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1577,213787,737.7,701.2,774.1,18.6,536.8,509.3,564.4,0.1%
"Arkansas County, AR",5001,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,256,17486,1464,1284.7,1643.4,91.5,1027.8,897.9,1157.8,0.0%
"Ashley County, AR",5003,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,249,19657,1266.7,1109.4,1424.1,80.3,879.2,766.2,992.2,0.0%
"Baxter County, AR",5005,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,707,41932,1686.1,1561.8,1810.3,63.4,815.8,747.7,884,0.0%
"Benton County, AR",5007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,279141,7.2,4.4,11.1,1.6,7.1,4.4,11,0.0%
"Benton County, AR",5007,Alcohol-induced causes,A,All other alcohol-induced causes,A9,28,279141,10,6.7,14.5,1.9,9.3,6.1,13.5,0.0%
"Benton County, AR",5007,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1897,279141,679.6,649,710.2,15.6,663.5,633.4,693.6,0.1%
"Boone County, AR",5009,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,458,37432,1223.6,1111.5,1335.6,57.2,825.5,747.2,903.9,0.0%
"Bradley County, AR",5011,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,141,10763,1310,1093.8,1526.3,110.3,964.2,799.8,1128.7,0.0%
"Calhoun County, AR",5013,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,85,5189,1638.1,1308.4,2025.5,177.7,1097.4,866,1371.5,0.0%
"Carroll County, AR",5015,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,324,28380,1141.6,1017.3,1266,63.4,737.2,652.4,821.9,0.0%
"Chicot County, AR",5017,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,172,10118,1699.9,1445.9,1954,129.6,1131.7,952.5,1310.8,0.0%
"Clark County, AR",5019,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,245,22320,1097.7,960.2,1235.1,70.1,894.6,780.3,1008.8,0.0%
"Clay County, AR",5021,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,224,14551,1539.4,1337.8,1741,102.9,1012,874.8,1149.2,0.0%
"Cleburne County, AR",5023,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,373,24919,1496.8,1344.9,1648.8,77.5,830.7,737.9,923.5,0.0%
"Cleveland County, AR",5025,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,110,7956,1382.6,1124.2,1641,131.8,917.2,739.8,1094.6,0.0%
"Columbia County, AR",5027,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,277,23457,1180.9,1041.8,1320,71,945.9,830.1,1061.6,0.0%
"Conway County, AR",5029,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,283,20846,1357.6,1199.4,1515.7,80.7,945.9,831.8,1060,0.0%
"Craighead County, AR",5031,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,974,110332,882.8,827.3,938.2,28.3,837.9,784.7,891,0.0%
"Crawford County, AR",5033,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,645,63257,1019.6,941,1098.3,40.1,812.9,749.2,876.6,0.0%
"Crittenden County, AR",5035,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,525,47955,1094.8,1001.1,1188.4,47.8,1018.1,929.4,1106.8,0.0%
"Cross County, AR",5037,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,221,16419,1346,1168.5,1523.5,90.5,1005.3,868.6,1142,0.0%
"Dallas County, AR",5039,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,102,7009,1455.3,1172.8,1737.7,144.1,891.1,702.6,1079.5,0.0%
"Desha County, AR",5041,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,142,11361,1249.9,1044.3,1455.5,104.9,915.4,759.1,1071.8,0.0%
"Drew County, AR",5043,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,195,18219,1070.3,920.1,1220.5,76.6,830.7,710,951.3,0.0%
"Faulkner County, AR",5045,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,126007,Unreliable,6.7,19.6,3.1,Unreliable,6.7,20.7,0.0%
"Faulkner County, AR",5045,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1044,126007,828.5,778.3,878.8,25.6,871.1,817.4,924.8,0.0%
"Franklin County, AR",5047,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,240,17715,1354.8,1183.4,1526.2,87.5,944.6,821.2,1068,0.0%
"Fulton County, AR",5049,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,204,12477,1635,1410.6,1859.4,114.5,936.6,798.1,1075.2,0.0%
"Garland County, AR",5051,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,99386,Unreliable,10.7,28.6,4.3,Unreliable,11.3,32.1,0.0%
"Garland County, AR",5051,Alcohol-induced causes,A,All other alcohol-induced causes,A9,16,99386,Unreliable,9.2,26.1,4,Unreliable,8,24.5,0.0%
"Garland County, AR",5051,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1419,99386,1427.8,1353.5,1502.1,37.9,886.5,837.6,935.5,0.0%
"Grant County, AR",5053,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,226,18265,1237.3,1076,1398.7,82.3,919.7,797.4,1041.9,0.0%
"Greene County, AR",5055,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,507,45325,1118.6,1021.2,1216,49.7,944.3,861.2,1027.4,0.0%
"Hempstead County, AR",5057,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,235,21532,1091.4,951.9,1230.9,71.2,816.6,709,924.2,0.0%
"Hot Spring County, AR",5059,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,417,33771,1234.8,1116.3,1353.3,60.5,913.9,823.9,1003.8,0.0%
"Howard County, AR",5061,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,186,13202,1408.9,1206.4,1611.4,103.3,1081.8,922.6,1241,0.0%
"Independence County, AR",5063,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,396,37825,1046.9,943.8,1150,52.6,784.8,706.2,863.5,0.0%
"Izard County, AR",5065,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,211,13629,1548.2,1339.3,1757.1,106.6,863.6,737.5,989.6,0.0%
"Jackson County, AR",5067,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,210,16719,1256.1,1086.2,1425.9,86.7,981.8,846.6,1116.9,0.0%
"Jefferson County, AR",5069,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,806,66824,1206.2,1122.9,1289.4,42.5,975.6,906.2,1045,0.0%
"Johnson County, AR",5071,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,289,26578,1087.4,962,1212.7,64,884.2,780.1,988.3,0.0%
"Lafayette County, AR",5073,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,104,6624,1570,1268.3,1871.8,154,949.9,754.4,1145.3,0.0%
"Lawrence County, AR",5075,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,237,16406,1444.6,1260.7,1628.5,93.8,998.9,867.7,1130.1,0.0%
"Lee County, AR",5077,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,124,8857,1400,1153.6,1646.4,125.7,960.9,787.5,1134.2,0.0%
"Lincoln County, AR",5079,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,134,13024,1028.9,854.7,1203.1,88.9,865.7,716.7,1014.6,0.0%
"Little River County, AR",5081,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,176,12259,1435.7,1223.6,1647.8,108.2,980.8,831.2,1130.4,0.0%
"Logan County, AR",5083,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,307,21466,1430.2,1270.2,1590.2,81.6,1016.1,898.3,1133.9,0.0%
"Lonoke County, AR",5085,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,73309,Unreliable,10.4,32,5.1,Unreliable,10.5,32.1,0.0%
"Lonoke County, AR",5085,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,693,73309,945.3,874.9,1015.7,35.9,922.9,853.1,992.7,0.0%
"Madison County, AR",5087,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,167,16576,1007.5,854.7,1160.3,78,757.2,639,875.5,0.0%
"Marion County, AR",5089,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,234,16694,1401.7,1222.1,1581.3,91.6,810.5,695,925.9,0.0%
"Miller County, AR",5091,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,497,43257,1148.9,1047.9,1250,51.5,923.8,841.1,1006.5,0.0%
"Mississippi County, AR",5093,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,526,40651,1293.9,1183.4,1404.5,56.4,1146.8,1046.9,1246.8,0.0%
"Monroe County, AR",5095,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,108,6701,1611.7,1307.7,1915.7,155.1,985.7,782,1189.3,0.0%
"Montgomery County, AR",5097,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,145,8986,1613.6,1351,1876.3,134,883.3,727.6,1039.1,0.0%
"Nevada County, AR",5099,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,117,8252,1417.8,1160.9,1674.8,131.1,939.8,763.2,1116.5,0.0%
"Newton County, AR",5101,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,89,7753,1147.9,921.9,1412.6,121.7,749.3,587.4,942.2,0.0%
"Ouachita County, AR",5103,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,368,23382,1573.9,1413.1,1734.7,82,1033,922.4,1143.6,0.0%
"Perry County, AR",5105,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,139,10455,1329.5,1108.5,1550.5,112.8,926.1,766.1,1086.1,0.0%
"Phillips County, AR",5107,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,241,17782,1355.3,1184.2,1526.4,87.3,1074.2,931.4,1216.9,0.0%
"Pike County, AR",5109,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,145,10718,1352.9,1132.7,1573.1,112.3,917.8,765.5,1070,0.0%
"Poinsett County, AR",5111,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,345,23528,1466.3,1311.6,1621.1,78.9,1150.9,1025.9,1275.9,0.0%
"Polk County, AR",5113,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,303,19964,1517.7,1346.8,1688.6,87.2,977.9,861.6,1094.3,0.0%
"Pope County, AR",5115,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,602,64072,939.6,864.5,1014.6,38.3,786.7,722.9,850.5,0.0%
"Prairie County, AR",5117,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,105,8062,1302.4,1053.3,1551.5,127.1,767.1,611.3,922.8,0.0%
"Pulaski County, AR",5119,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,71,391911,18.1,14.1,22.9,2.2,17.8,13.8,22.6,0.0%
"Pulaski County, AR",5119,Alcohol-induced causes,A,All other alcohol-induced causes,A9,34,391911,8.7,6,12.1,1.5,7.8,5.4,11.1,0.0%
"Pulaski County, AR",5119,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,3735,391911,953,922.5,983.6,15.6,815.7,789,842.4,0.1%
"Randolph County, AR",5121,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,240,17958,1336.5,1167.4,1505.5,86.3,911.3,792,1030.6,0.0%
"St. Francis County, AR",5123,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,262,24994,1048.3,921.3,1175.2,64.8,855.2,749.8,960.6,0.0%
"Saline County, AR",5125,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,122437,26.1,17.9,36.9,4.6,27,18.3,38.3,0.0%
"Saline County, AR",5125,Alcohol-induced causes,A,All other alcohol-induced causes,A9,22,122437,18,11.3,27.2,3.8,15.2,9.4,23.2,0.0%
"Saline County, AR",5125,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1161,122437,948.2,893.7,1002.8,27.8,759,714.6,803.4,0.0%
"Scott County, AR",5127,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,139,10281,1352,1127.2,1576.8,114.7,879,729.2,1028.8,0.0%
"Searcy County, AR",5129,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,125,7881,1586.1,1308,1864.1,141.9,924.3,746.8,1101.8,0.0%
"Sebastian County, AR",5131,Alcohol-induced causes,A,All other alcohol-induced causes,A9,16,127827,Unreliable,7.2,20.3,3.1,Unreliable,6.9,20.3,0.0%
"Sebastian County, AR",5131,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1293,127827,1011.5,956.4,1066.7,28.1,833.7,787.5,879.9,0.0%
"Sevier County, AR",5133,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,157,17007,923.1,778.7,1067.6,73.7,826.3,696,956.7,0.0%
"Sharp County, AR",5135,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,303,17442,1737.2,1541.6,1932.8,99.8,938.8,827.9,1049.7,0.0%
"Stone County, AR",5137,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,165,12506,1319.4,1118.1,1520.7,102.7,723.9,602.9,844.8,0.0%
"Union County, AR",5139,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,483,38682,1248.6,1137.3,1360,56.8,976.8,887.1,1066.4,0.0%
"Van Buren County, AR",5141,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,254,16545,1535.2,1346.4,1724,96.3,852.8,738.6,967.1,0.0%
"Washington County, AR",5143,Alcohol-induced causes,A,All other alcohol-induced causes,A9,26,239187,10.9,7.1,15.9,2.1,11.3,7.3,16.8,0.0%
"Washington County, AR",5143,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1728,239187,722.4,688.4,756.5,17.4,791.1,753.4,828.9,0.1%
"White County, AR",5145,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,78753,Unreliable,6.1,23.4,4,Unreliable,6.3,24.1,0.0%
"White County, AR",5145,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,828,78753,1051.4,979.8,1123,36.5,864.5,804.7,924.2,0.0%
"Woodruff County, AR",5147,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,114,6320,1803.8,1472.7,2134.9,168.9,1132.9,911.6,1354.3,0.0%
"Yell County, AR",5149,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,254,21341,1190.2,1043.8,1336.6,74.7,889,777.1,1001,0.0%
"Alameda County, CA",6001,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,230,1671329,13.8,12,15.5,0.9,12.8,11.1,14.5,0.0%
"Alameda County, CA",6001,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,20,1671329,1.2,0.7,1.8,0.3,1.1,0.7,1.8,0.0%
"Alameda County, CA",6001,Drug-induced causes,D,All other drug-induced causes,D9,26,1671329,1.6,1,2.3,0.3,1.3,0.9,1.9,0.0%
